stable_id	display_label
ENST00000314328	NM_001254733.1
ENST00000297469	NM_001505.2
ENST00000511804	NM_001256283.1
ENST00000397088	NM_001098201.1
ENST00000242108	NM_030636.2
ENST00000397092	NM_001039966.1
ENST00000437398	NM_001145468.3
ENST00000437398	NM_001254732.2
ENST00000362698	NR_002756.2
ENST00000324300	NM_001957.3
ENST00000372409	NM_022104.3
ENST00000373573	NM_018486.2
ENST00000363286	NR_002757.3
ENST00000523022	NM_001128830.2
ENST00000523022	NM_001128831.2
ENST00000523022	NM_001128829.2
ENST00000384718	NR_046487.1
ENST00000358556	NM_001166055.1
ENST00000439122	NM_001166419.1
ENST00000373489	NM_006195.5
ENST00000286835	NM_020706.2
ENST00000362342	NR_004385.1
ENST00000240488	NM_032117.3
ENST00000240488	NM_001253861.1
ENST00000399804	NM_001145445.1
ENST00000373559	NM_001166448.1
ENST00000434667	NM_001145444.1
ENST00000264497	NM_021803.3
ENST00000264497	NM_001207006.2
ENST00000396402	NM_000103.3
ENST00000396404	NM_031226.2
ENST00000316495	NM_182491.2
ENST00000373556	NM_001166422.1
ENST00000447726	NM_001134778.1
ENST00000261884	NM_016213.4
ENST00000373554	NM_001166420.1
ENST00000256119	NM_001738.3
ENST00000384339	NR_002581.1
ENST00000382172	NM_005932.3
ENST00000432364	NM_001164830.1
ENST00000373589	NM_001166418.1
ENST00000362704	NR_002443.1
ENST00000337539	NM_001278499.1
ENST00000337539	NM_000675.5
ENST00000337539	NM_001278497.1
ENST00000337539	NM_001278498.1
ENST00000337539	NM_001278500.1
ENST00000365659	NR_002442.1
ENST00000259089	NM_001715.2
ENST00000362803	NR_002440.1
ENST00000363753	NR_002441.1
ENST00000381652	NM_004972.3
ENST00000325617	NM_004362.2
ENST00000314218	NM_152618.2
ENST00000270112	NM_014586.1
ENST00000414773	NM_001130675.1
ENST00000542236	NM_001178007.1
ENST00000263798	NM_006293.3
ENST00000382137	NM_001007537.1
ENST00000381641	NM_007179.2
ENST00000239316	NM_002195.1
ENST00000326648	NM_015042.1
ENST00000264498	NM_002006.4
ENST00000290130	NM_018944.2
ENST00000287766	NM_003042.3
ENST00000296529	NM_018342.4
ENST00000381627	NM_134441.2
ENST00000381769	NM_172206.1
ENST00000308420	NM_005059.3
ENST00000326010	NM_016327.2
ENST00000348335	NM_032294.2
ENST00000398545	NM_145020.3
ENST00000335449	NM_181789.2
ENST00000158166	NM_172207.2
ENST00000223862	NM_006911.3
ENST00000399784	NM_178817.3
ENST00000281243	NM_000320.2
ENST00000316333	NM_001080461.1
ENST00000383898	NR_004394.1
ENST00000459159	NR_002437.1
ENST00000361171	NM_033446.2
ENST00000335135	NM_002052.3
ENST00000399786	NM_206898.1
ENST00000381529	NM_172245.2
ENST00000381529	NM_006140.4
ENST00000381273	NM_001146221.1
ENST00000253003	NM_175573.2
ENST00000253003	NM_001281438.1
ENST00000253003	NM_007002.3
ENST00000253003	NM_001281437.1
ENST00000545391	NM_001011703.2
ENST00000322927	NM_022095.3
ENST00000343518	NM_001136213.1
ENST00000223864	NM_018465.3
ENST00000381509	NM_001161531.1
ENST00000490232	NR_027260.1
ENST00000355805	NM_172249.2
ENST00000380358	NM_001005271.2
ENST00000355432	NM_172246.2
ENST00000358181	NM_005852.3
ENST00000330494	NM_001005273.2
ENST00000394620	NM_005623.2
ENST00000394955	NM_005309.2
ENST00000394152	NM_145115.2
ENST00000296582	NM_018241.2
ENST00000407471	NM_001284251.1
ENST00000381500	NM_172247.2
ENST00000525967	NM_001204872.1
ENST00000435822	NM_031444.2
ENST00000435822	NM_001284254.1
ENST00000511113	NM_001277353.1
ENST00000525817	NM_001204873.1
ENST00000432318	NM_001161529.1
ENST00000404664	NM_001284252.1
ENST00000356091	NM_024663.3
ENST00000417535	NM_001161530.1
ENST00000381577	NM_014143.3
ENST00000383233	NM_032933.4
ENST00000501036	NM_001161532.1
ENST00000424834	NM_001286792.1
ENST00000381573	NM_001267706.1
ENST00000252835	NM_001005239.1
ENST00000382095	NM_153023.2
ENST00000296097	NM_173650.1
ENST00000359963	NM_014406.4
ENST00000399949	NM_001286795.1
ENST00000519476	NM_001286821.1
ENST00000355497	NM_001174146.1
ENST00000391286	NR_003016.1
ENST00000425646	NM_001174147.1
ENST00000425646	NM_002316.3
ENST00000304430	NM_007083.4
ENST00000215829	NM_001278656.1
ENST00000215829	NM_004175.4
ENST00000331428	NM_175878.3
ENST00000339154	NM_198041.2
ENST00000382751	NM_014825.2
ENST00000510994	NM_001242374.1
ENST00000382108	NM_001166271.1
ENST00000382108	NM_001286793.1
ENST00000343003	NM_001286794.1
ENST00000354910	NM_015391.3
ENST00000514612	NM_001242375.1
ENST00000397747	NM_025239.3
ENST00000545111	NM_001167580.1
ENST00000436750	NM_001135746.1
ENST00000397560	NM_030647.1
ENST00000438700	NM_001034842.3
ENST00000332018	NM_178540.3
ENST00000350513	NM_001001658.1
ENST00000509242	NM_004452.3
ENST00000394232	NM_014848.4
ENST00000496455	NM_003875.2
ENST00000262033	NM_006601.5
ENST00000418316	NM_001001667.1
ENST00000308744	NM_004885.2
ENST00000403422	NM_001135747.1
ENST00000373464	NM_014007.3
ENST00000400588	NM_001037814.1
ENST00000331035	NM_002183.3
ENST00000331035	NM_001267713.1
ENST00000409663	NM_015196.3
ENST00000297720	NM_144652.2
ENST00000312442	NM_152779.2
ENST00000297508	NM_182924.3
ENST00000449886	NM_001135776.1
ENST00000528323	NM_001135748.1
ENST00000414274	NM_001282602.1
ENST00000381271	NM_020782.1
ENST00000395999	NM_001144756.1
ENST00000436399	NM_001282603.1
ENST00000409959	NM_001131007.1
ENST00000379957	NM_001199659.1
ENST00000379957	NM_001286819.1
ENST00000284503	NM_145043.2
ENST00000448157	NM_001282601.1
ENST00000358749	NM_053036.2
ENST00000319119	NM_001099270.1
ENST00000291009	NM_002652.2
ENST00000298912	NM_024734.3
ENST00000225844	NM_005408.2
ENST00000550389	NM_001278357.1
ENST00000323570	NM_153702.3
ENST00000331780	NM_152343.2
ENST00000523268	NM_001286787.1
ENST00000523268	NM_001199660.2
ENST00000262919	NM_139321.2
ENST00000299293	NM_001278353.1
ENST00000299293	NM_001278356.1
ENST00000299293	NM_006654.4
ENST00000299293	NM_001278351.1
ENST00000446916	NM_139322.2
ENST00000446916	NM_001207047.1
ENST00000397997	NM_001278355.1
ENST00000397997	NM_001042555.2
ENST00000397997	NM_001278354.1
ENST00000431010	NM_001098212.1
ENST00000431010	NM_001098213.1
ENST00000264992	NM_014065.2
ENST00000285381	NM_005181.3
ENST00000322396	NM_138364.2
ENST00000397056	NM_000861.3
ENST00000397056	NM_001098211.1
ENST00000446620	NM_176881.2
ENST00000511148	NM_001079827.2
ENST00000542214	NM_020685.3
ENST00000323078	NM_023942.2
ENST00000249598	NM_016204.1
ENST00000300255	NM_058187.3
ENST00000320767	NM_025047.2
ENST00000359623	NM_001142928.1
ENST00000230048	NM_018473.3
ENST00000296015	NM_133462.3
ENST00000381401	NM_001636.3
ENST00000224605	NM_004962.3
ENST00000537591	NM_001160094.1
ENST00000412756	NM_001042601.2
ENST00000384538	NR_003708.4
ENST00000355938	NM_001002027.1
ENST00000318445	NM_013272.3
ENST00000335625	NM_000810.3
ENST00000343855	NM_138434.2
ENST00000382584	NM_001288582.1
ENST00000450662	NM_001144933.1
ENST00000382699	NM_001286556.1
ENST00000305286	NM_173503.3
ENST00000498165	NM_139245.2
ENST00000330315	NM_023067.3
ENST00000274008	NM_145207.2
ENST00000393366	NM_005175.2
ENST00000257981	NM_012284.1
ENST00000424469	NM_001145044.1
ENST00000315869	NM_006521.4
ENST00000400081	NM_001165037.1
ENST00000398721	NM_001166478.1
ENST00000395868	NM_198964.1
ENST00000341010	NM_173161.2
ENST00000285379	NM_000067.2
ENST00000326005	NM_002537.2
ENST00000393197	NM_032556.5
ENST00000395872	NM_198965.1
ENST00000341446	NM_080626.5
ENST00000355192	NM_198080.3
ENST00000201015	NM_002820.2
ENST00000360771	NM_002099.6
ENST00000322066	NM_001037499.1
ENST00000252087	NM_018929.2
ENST00000252087	NM_032403.2
ENST00000252087	NM_032407.1
ENST00000308259	NM_001193460.1
ENST00000308259	NM_001031679.2
ENST00000223271	NM_002889.3
ENST00000300258	NM_144659.5
ENST00000371930	NM_144590.2
ENST00000375281	NM_001003845.2
ENST00000397244	NM_153042.3
ENST00000535239	NM_001193461.1
ENST00000283268	NM_018008.3
ENST00000300069	NM_194272.1
ENST00000295208	NM_032788.1
ENST00000262999	NM_021833.4
ENST00000383165	NM_001040061.2
ENST00000319363	NM_014339.6
ENST00000370223	NM_032429.2
ENST00000383163	NM_001134659.1
ENST00000330175	NM_001257359.1
ENST00000258405	NM_001136528.1
ENST00000258405	NM_006216.3
ENST00000384530	NR_046493.1
ENST00000251879	NM_001135920.2
ENST00000395366	NM_002709.2
ENST00000381989	NM_006437.3
ENST00000316878	NM_032595.3
ENST00000358506	NM_206876.1
ENST00000503131	NM_174920.3
ENST00000458591	NM_016106.3
ENST00000447280	NM_001136530.1
ENST00000230431	NM_006443.2
ENST00000381317	NM_004192.3
ENST00000265990	NM_003972.2
ENST00000301327	NM_138431.1
ENST00000356940	NM_001256410.1
ENST00000356940	NM_021252.4
ENST00000356940	NM_001256415.1
ENST00000381333	NM_001173474.1
ENST00000399875	NM_001163079.1
ENST00000331437	NM_031890.3
ENST00000244520	NM_003093.2
ENST00000226299	NM_015907.2
ENST00000393987	NM_199184.1
ENST00000414202	NM_001206557.1
ENST00000414202	NM_020829.3
ENST00000225842	NM_002981.2
ENST00000375864	NM_021221.2
ENST00000355943	NM_138773.1
ENST00000286657	NM_014243.2
ENST00000260010	NM_003264.3
ENST00000357754	NM_207454.2
ENST00000361972	NM_001018039.1
ENST00000333743	NM_033223.4
ENST00000534940	NM_001173473.1
ENST00000555083	NM_001270873.1
ENST00000332047	NM_001042383.1
ENST00000252818	NM_005354.4
ENST00000252818	NM_001286968.1
ENST00000252999	NM_005560.4
ENST00000534355	NM_170746.2
ENST00000397167	NM_001029880.2
ENST00000354446	NM_001042384.1
ENST00000326165	NM_139018.3
ENST00000295206	NM_001426.3
ENST00000309134	NM_001286094.1
ENST00000381297	NM_178129.4
ENST00000321639	NM_207313.1
ENST00000383229	NM_001042400.1
ENST00000202917	NM_016816.2
ENST00000371926	NM_020799.3
ENST00000372330	NM_004994.2
ENST00000535776	NM_001256412.1
ENST00000444739	NM_001225.3
ENST00000388715	NM_001145716.2
ENST00000388715	NM_173676.2
ENST00000311434	NM_001010855.2
ENST00000394217	NM_033348.1
ENST00000314222	NM_003311.3
ENST00000301141	NM_000762.5
ENST00000325411	NM_152908.3
ENST00000386037	NR_004378.1
ENST00000445409	NM_001032409.1
ENST00000513612	NM_025180.3
ENST00000393150	NM_033306.2
ENST00000265605	NM_022568.3
ENST00000320474	NM_003781.3
ENST00000320474	NM_033169.2
ENST00000347063	NM_173662.2
ENST00000394216	NM_005714.1
ENST00000394216	NM_033455.1
ENST00000534025	NM_020644.1
ENST00000463622	NM_001283032.1
ENST00000394571	NM_001145717.1
ENST00000392779	NM_033168.2
ENST00000340313	NM_033347.1
ENST00000593829	NM_012321.4
ENST00000252816	NM_001252129.1
ENST00000293860	NM_016310.3
ENST00000452357	NM_002534.2
ENST00000367845	NM_170771.2
ENST00000220584	NM_004462.3
ENST00000220584	NM_001287748.1
ENST00000220584	NM_001287743.1
ENST00000220584	NM_001287742.1
ENST00000544052	NM_182835.2
ENST00000392781	NM_001038628.1
ENST00000556768	NM_001283033.1
ENST00000349184	NM_181309.1
ENST00000296980	NM_052962.2
ENST00000225430	NM_000981.3
ENST00000339602	NM_181310.1
ENST00000311943	NM_001283031.1
ENST00000222982	NM_000777.3
ENST00000408947	NM_176882.1
ENST00000492807	NM_001278066.1
ENST00000492807	NM_001278065.1
ENST00000265334	NM_001113575.1
ENST00000367847	NM_001193480.1
ENST00000396629	NM_001257376.1
ENST00000251076	NM_015263.3
ENST00000251076	NM_001174116.1
ENST00000372525	NM_024097.3
ENST00000259351	NM_014636.2
ENST00000582694	NM_012133.4
ENST00000248923	NM_013430.2
ENST00000306494	NM_199352.3
ENST00000282753	NM_001278067.1
ENST00000282753	NM_001278064.1
ENST00000313871	NM_005088.2
ENST00000409600	NM_014670.3
ENST00000409600	NM_001207067.1
ENST00000272732	NM_024583.4
ENST00000272732	NM_001193528.1
ENST00000268164	NM_006011.3
ENST00000350657	NM_001099646.1
ENST00000350657	NM_001256663.1
ENST00000368898	NM_152644.2
ENST00000290155	NM_021254.2
ENST00000379010	NM_172239.4
ENST00000269919	NM_017712.2
ENST00000298032	NM_173081.3
ENST00000392780	NM_033167.2
ENST00000326724	NM_001080395.2
ENST00000421630	NM_001242750.1
ENST00000400382	NM_001288833.1
ENST00000409983	NM_001282745.1
ENST00000368896	NM_001204364.1
ENST00000449909	NM_001174117.1
ENST00000310776	NM_020191.2
ENST00000595358	NM_001267723.1
ENST00000409049	NM_001282746.1
ENST00000372318	NM_152499.1
ENST00000373436	NM_001190730.1
ENST00000333425	NM_001286497.1
ENST00000221801	NM_001436.3
ENST00000559239	NM_025049.2
ENST00000559239	NM_001286499.1
ENST00000559239	NM_001286496.1
ENST00000421551	NM_001283032.1
ENST00000409226	NM_001207069.1
ENST00000037869	NM_032822.2
ENST00000408716	NR_003019.1
ENST00000400380	NM_013421.2
ENST00000373434	NM_001190728.1
ENST00000383018	NM_024571.3
ENST00000452790	NM_001207068.1
ENST00000442267	NM_015130.2
ENST00000309100	NM_002419.3
ENST00000528812	NM_001287747.1
ENST00000435211	NM_016508.3
ENST00000307765	NM_001253728.1
ENST00000307765	NM_001253730.1
ENST00000307765	NM_001253733.1
ENST00000307765	NM_001253732.1
ENST00000307765	NM_021634.3
ENST00000307765	NM_001253727.1
ENST00000337120	NM_015503.2
ENST00000337120	NM_001145812.1
ENST00000285393	NM_152565.1
ENST00000417379	NM_004920.2
ENST00000369239	NM_032870.2
ENST00000469230	NM_001197238.1
ENST00000343905	NM_001105576.2
ENST00000424082	NM_001190729.1
ENST00000398718	NM_001037729.1
ENST00000336498	NM_024605.3
ENST00000513040	NM_001146319.1
ENST00000541123	NM_001283031.1
ENST00000368894	NM_001029888.1
ENST00000489432	NM_001099695.1
ENST00000252809	NM_004864.2
ENST00000401061	NM_015506.2
ENST00000393660	NM_001037728.2
ENST00000317775	NM_000620.4
ENST00000317775	NM_001204218.1
ENST00000356709	NM_001197240.1
ENST00000356709	NM_006995.4
ENST00000378119	NM_030939.4
ENST00000285689	NM_023927.2
ENST00000528643	NM_001287751.1
ENST00000376528	NM_001282747.1
ENST00000371148	NM_001037497.1
ENST00000343542	NM_001253729.1
ENST00000352867	NM_181531.2
ENST00000352867	NM_001197239.1
ENST00000367378	NM_001252053.1
ENST00000339007	NM_145256.2
ENST00000359285	NM_001145796.1
ENST00000359285	NM_001145795.1
ENST00000359285	NM_001145797.1
ENST00000274063	NM_003013.2
ENST00000309166	NM_020645.2
ENST00000361575	NM_001000.3
ENST00000290417	NM_022139.3
ENST00000290417	NM_145762.2
ENST00000538689	NM_001287744.1
ENST00000404223	NM_001282879.1
ENST00000446450	NM_001144912.1
ENST00000588877	NM_018672.3
ENST00000381241	NM_001171038.1
ENST00000381241	NM_004043.2
ENST00000290158	NM_002265.5
ENST00000400383	NM_005265.2
ENST00000400383	NM_001032364.2
ENST00000384561	NR_046490.1
ENST00000406383	NM_001032365.2
ENST00000439761	NM_001190484.1
ENST00000425389	NM_014374.3
ENST00000276616	NM_033126.1
ENST00000540627	NM_001276453.1
ENST00000437635	NM_001010903.4
ENST00000438806	NM_015491.1
ENST00000397281	NM_013400.3
ENST00000409432	NM_001033557.1
ENST00000444957	NM_001099696.2
ENST00000322246	NM_001037498.1
ENST00000381233	NM_001171039.1
ENST00000008938	NM_005091.2
ENST00000356327	NM_001130081.2
ENST00000416795	NM_001197237.1
ENST00000388781	NM_007356.2
ENST00000354956	NM_001136031.2
ENST00000409500	NM_001143680.1
ENST00000327946	NM_017551.2
ENST00000377697	NM_001002923.1
ENST00000282412	NM_002706.4
ENST00000367380	NM_001252049.1
ENST00000367380	NM_005389.2
ENST00000367380	NM_001252050.1
ENST00000367380	NM_001252051.1
ENST00000367380	NM_001252052.1
ENST00000351298	NM_002662.4
ENST00000318753	NM_207644.2
ENST00000354449	NM_006395.2
ENST00000389874	NM_024785.2
ENST00000155674	NM_017829.5
ENST00000372521	NM_199342.3
ENST00000598935	NM_001271830.1
ENST00000409685	NM_001122779.1
ENST00000383754	NM_182935.3
ENST00000444749	NM_001136109.1
ENST00000378551	NM_177968.2
ENST00000379579	NM_001142634.1
ENST00000326321	NM_006737.3
ENST00000334651	NM_145177.2
ENST00000443571	NM_001143681.1
ENST00000218548	NM_001185085.1
ENST00000218548	NM_001676.5
ENST00000270442	NM_001242867.1
ENST00000441980	NM_001278323.1
ENST00000311069	NM_174895.2
ENST00000354638	NM_000275.2
ENST00000311042	NM_001278322.1
ENST00000334056	NM_182756.3
ENST00000319248	NM_181697.2
ENST00000341415	NM_207393.1
ENST00000336737	NM_033070.2
ENST00000373425	NM_012098.2
ENST00000296575	NM_022475.2
ENST00000392677	NM_172232.2
ENST00000008391	NM_172238.3
ENST00000279178	NM_080866.2
ENST00000597275	NM_001271836.1
ENST00000262746	NM_181696.2
ENST00000262746	NM_002574.3
ENST00000220478	NM_013243.3
ENST00000422652	NM_001145101.1
ENST00000344089	NM_001204213.1
ENST00000344089	NM_001204214.1
ENST00000358406	NM_015917.2
ENST00000550708	NM_001013354.1
ENST00000550708	NM_001197287.1
ENST00000376396	NM_033626.3
ENST00000376396	NM_001271835.1
ENST00000272342	NM_019002.3
ENST00000361779	NM_173843.2
ENST00000553856	NM_022347.3
ENST00000609971	NM_001146313.1
ENST00000490337	NM_172160.2
ENST00000511134	NM_001146322.1
ENST00000360943	NM_023079.4
ENST00000381223	NM_004729.3
ENST00000381223	NM_001171136.1
ENST00000381223	NM_001171135.1
ENST00000345249	NM_177969.2
ENST00000479303	NM_001143679.1
ENST00000372797	NM_006367.3
ENST00000372797	NM_001105530.1
ENST00000272198	NM_015053.1
ENST00000339450	NM_024896.2
ENST00000542355	NM_001165257.1
ENST00000167106	NM_014909.4
ENST00000369187	NM_173638.4
ENST00000367495	NM_006834.3
ENST00000301146	NM_000764.2
ENST00000451590	NM_001130442.1
ENST00000451590	NM_005343.2
ENST00000327097	NM_006770.3
ENST00000259206	NM_173841.2
ENST00000354115	NM_000577.4
ENST00000369093	NM_001033925.1
ENST00000417302	NM_176795.3
ENST00000358196	NM_000817.2
ENST00000287152	NM_145027.4
ENST00000384084	NR_002327.1
ENST00000384674	NR_002326.1
ENST00000393141	NM_004347.3
ENST00000393141	NM_001136112.1
ENST00000471742	NM_003471.3
ENST00000418434	NM_001136110.1
ENST00000291764	NM_030589.2
ENST00000316519	NM_023928.3
ENST00000442702	NM_001170755.2
ENST00000262316	NM_022450.3
ENST00000295890	NM_173827.2
ENST00000409930	NM_173842.2
ENST00000302490	NM_172159.3
ENST00000459373	NR_003020.1
ENST00000422185	NM_001163322.2
ENST00000422185	NM_001163321.2
ENST00000422185	NM_001163323.2
ENST00000542322	NM_001146321.1
ENST00000459299	NR_003041.1
ENST00000367739	NM_000416.2
ENST00000522684	NM_153831.3
ENST00000544396	NM_001146320.1
ENST00000409895	NM_001033556.1
ENST00000357232	NM_017639.3
ENST00000306799	NM_020724.1
ENST00000219251	NM_001082487.1
ENST00000219251	NM_022914.2
ENST00000219251	NM_001082486.1
ENST00000355703	NM_032223.2
ENST00000376390	NM_007213.1
ENST00000267838	NM_153374.2
ENST00000372517	NM_001017922.1
ENST00000409832	NM_001005356.2
ENST00000339452	NM_001142552.1
ENST00000332271	NM_001255975.1
ENST00000332271	NM_001008496.3
ENST00000420826	NM_006937.3
ENST00000521059	NM_005607.4
ENST00000372514	NM_018538.3
ENST00000540857	NM_001146729.1
ENST00000540857	NM_001146728.1
ENST00000540857	NM_054108.3
ENST00000340308	NM_032295.2
ENST00000375272	NM_013445.3
ENST00000314523	NM_001005849.1
ENST00000443500	NM_001142553.1
ENST00000380542	NM_005969.3
ENST00000383903	NR_002736.1
ENST00000436547	NM_003252.3
ENST00000391145	NR_003071.1
ENST00000454036	NM_001134771.1
ENST00000333461	NM_198993.3
ENST00000454181	NM_001143917.1
ENST00000241651	NM_002479.5
ENST00000398023	NM_001030013.1
ENST00000410067	NM_006333.3
ENST00000410067	NM_173177.2
ENST00000297063	NM_001100425.1
ENST00000409302	NM_001190263.1
ENST00000409302	NM_001190265.1
ENST00000384281	NR_002982.1
ENST00000340930	NM_001199649.1
ENST00000338533	NM_001199707.1
ENST00000376922	NM_199282.2
ENST00000388920	NM_207426.2
ENST00000317020	NM_015314.2
ENST00000343986	NM_001024.3
ENST00000396591	NM_022902.4
ENST00000440378	NM_001199706.1
ENST00000447932	NM_001287498.1
ENST00000417839	NM_001102663.1
ENST00000297524	NM_138817.2
ENST00000436884	NM_001199708.1
ENST00000344627	NM_001135697.1
ENST00000356769	NM_001113202.1
ENST00000367236	NM_001048230.1
ENST00000397239	NM_003472.3
ENST00000585672	NM_001204141.1
ENST00000380860	NM_024055.4
ENST00000328980	NM_001243965.1
ENST00000326232	NM_207113.1
ENST00000383925	NR_004430.2
ENST00000502979	NM_001251969.1
ENST00000374662	NM_014234.4
ENST00000380075	NM_187841.2
ENST00000368671	NM_152311.3
ENST00000399933	NM_001017969.2
ENST00000356432	NM_001015052.2
ENST00000262018	NM_000023.2
ENST00000337894	NM_000674.2
ENST00000372508	NM_015911.3
ENST00000244776	NM_001134709.1
ENST00000219431	NM_002434.3
ENST00000296098	NM_032546.3
ENST00000259750	NM_032538.1
ENST00000270115	NM_198075.3
ENST00000437043	NM_001130140.1
ENST00000437043	NM_022350.3
ENST00000397817	NM_001015054.2
ENST00000243964	NM_020708.4
ENST00000428558	NM_004260.3
ENST00000295400	NM_001099691.2
ENST00000295400	NM_003236.3
ENST00000372506	NM_001242739.1
ENST00000299300	NM_006431.2
ENST00000339486	NM_003831.3
ENST00000369222	NM_001135789.2
ENST00000324071	NM_000767.4
ENST00000428845	NM_001282469.1
ENST00000339241	NM_199327.2
ENST00000333334	NM_153040.2
ENST00000345093	NM_005785.3
ENST00000345093	NM_194359.2
ENST00000381192	NM_001277710.1
ENST00000381192	NM_002414.3
ENST00000381187	NM_001122898.1
